Record_ID,Client,Industry,Platform,Content_Type,Content_Topic,Posting_Day,Posting_Time,Ad_Spend,Impressions,Reach,Likes,Comments,Shares,Saves,Clicks,Leads,Revenue,Video_Views,Watch_Time_Sec,Performance_Score
REC0725,Client_G,Health & Fitness,Facebook,Image,Meme/Trending,Saturday,Afternoon (12:00-17:00),0.0,447,340,10,0,0,0,3,0,0.0,0,0.0,35.6
REC0726,Client_H,Real Estate,Instagram,Carousel,Behind the Scenes,Friday,Morning (08:00-12:00),0.0,560,503,18,1,1,2,5,0,0.0,0,0.0,45.18
REC0727,Client_D,B2B Tech/SaaS,LinkedIn,Text,Product Education,Wednesday,Night (21:00-08:00),137.69,1420,1270,17,1,1,1,32,2,305.62,0,0.0,41.75
REC0728,Client_J,Travel & Hospitality,YouTube,Shorts,Meme/Trending,Tuesday,Morning (08:00-12:00),0.0,899,798,30,2,1,1,8,0,0.0,356,1585.5,44.3
REC0729,Client_J,Travel & Hospitality,LinkedIn,Carousel,Industry News,Sunday,Night (21:00-08:00),324.16,3163,2174,99,11,6,5,69,3,329.41,0,0.0,62.15
REC0730,Client_F,Fintech & Finance,Facebook,Video,Behind the Scenes,Saturday,Morning (08:00-12:00),130.22,1875,1537,29,2,2,1,32,1,114.53,689,8930.59,39.71
REC0731,Client_F,Fintech & Finance,LinkedIn,Image,Promotional/Discount,Wednesday,Night (21:00-08:00),0.0,428,340,2,0,0,0,6,0,0.0,0,0.0,23.54
REC0732,Client_I,E-Learning & Education,LinkedIn,Carousel,Promotional/Discount,Wednesday,Evening (17:00-21:00),64.81,1106,977,20,2,1,0,24,1,47.7,0,0.0,39.02
REC0733,Client_E,Food & Beverage,Instagram,Video,Meme/Trending,Friday,Night (21:00-08:00),0.0,1207,801,90,10,5,2,10,0,0.0,571,3008.14,59.81
REC0734,Client_D,B2B Tech/SaaS,YouTube,Video,Customer Testimonial,Saturday,Morning (08:00-12:00),42.24,1632,1080,39,4,2,2,17,1,158.98,671,5797.6,58.27
REC0735,Client_D,B2B Tech/SaaS,LinkedIn,Text,Industry News,Wednesday,Evening (17:00-21:00),0.0,312,256,7,1,0,0,2,0,0.0,0,0.0,35.37
REC0736,Client_D,B2B Tech/SaaS,Facebook,Image,Product Education,Sunday,Afternoon (12:00-17:00),523.15,4842,3294,40,3,1,2,114,6,954.35,0,0.0,47.59
REC0737,Client_I,E-Learning & Education,LinkedIn,Carousel,Lifestyle/Aesthetic,Wednesday,Evening (17:00-21:00),45.08,889,719,22,2,1,0,13,0,0.0,0,0.0,40.86
REC0738,Client_A,Fashion & Retail,Instagram,Carousel,Lifestyle/Aesthetic,Thursday,Night (21:00-08:00),83.07,1823,1611,120,8,5,3,27,1,49.38,0,0.0,65.61
REC0739,Client_H,Real Estate,Instagram,Image,Meme/Trending,Monday,Night (21:00-08:00),0.0,531,377,5,0,0,0,4,0,0.0,0,0.0,27.71
REC0740,Client_D,B2B Tech/SaaS,Instagram,Image,Behind the Scenes,Sunday,Morning (08:00-12:00),0.0,763,573,24,3,2,1,5,0,0.0,0,0.0,45.83
REC0741,Client_H,Real Estate,LinkedIn,Image,Meme/Trending,Friday,Morning (08:00-12:00),0.0,361,318,12,1,0,1,3,0,0.0,0,0.0,42.78
REC0742,Client_F,Fintech & Finance,LinkedIn,Carousel,Product Education,Friday,Afternoon (12:00-17:00),0.0,495,390,5,0,0,0,3,0,0.0,0,0.0,26.9
REC0743,Client_C,B2B Tech/SaaS,LinkedIn,Text,Industry News,Saturday,Evening (17:00-21:00),290.69,2820,1983,25,2,2,1,67,1,142.52,0,0.0,34.13
REC0744,Client_D,B2B Tech/SaaS,LinkedIn,Image,Customer Testimonial,Monday,Night (21:00-08:00),220.68,2181,1895,13,1,0,0,48,2,309.71,0,0.0,35.54
REC0745,Client_J,Travel & Hospitality,YouTube,Shorts,Industry News,Monday,Night (21:00-08:00),0.0,1280,859,29,3,2,2,11,0,0.0,526,2952.75,40.65
REC0746,Client_C,B2B Tech/SaaS,LinkedIn,Text,Product Education,Wednesday,Afternoon (12:00-17:00),0.0,304,267,6,0,0,0,2,0,0.0,0,0.0,33.38
REC0747,Client_H,Real Estate,Instagram,Carousel,Promotional/Discount,Monday,Evening (17:00-21:00),32.11,1191,885,17,1,0,0,22,1,306.8,0,0.0,62.08
REC0748,Client_D,B2B Tech/SaaS,LinkedIn,Text,Product Education,Sunday,Morning (08:00-12:00),269.72,2662,2276,60,5,3,5,62,3,418.06,0,0.0,50.92
REC0749,Client_F,Fintech & Finance,Facebook,Image,Promotional/Discount,Friday,Morning (08:00-12:00),186.33,1938,1594,24,3,1,1,55,3,378.0,0,0.0,43.87
REC0750,Client_G,Health & Fitness,LinkedIn,Image,Product Education,Monday,Morning (08:00-12:00),0.0,312,249,4,0,0,0,2,0,0.0,0,0.0,27.27
REC0751,Client_E,Food & Beverage,YouTube,Video,Lifestyle/Aesthetic,Sunday,Night (21:00-08:00),0.0,827,651,49,6,5,2,7,0,0.0,307,2219.52,59.2
REC0752,Client_C,B2B Tech/SaaS,LinkedIn,Text,Promotional/Discount,Thursday,Evening (17:00-21:00),184.77,1847,1442,28,4,3,2,55,4,558.46,0,0.0,52.42
REC0753,Client_B,Fashion & Retail,Instagram,Carousel,Customer Testimonial,Sunday,Evening (17:00-21:00),0.0,490,343,27,3,1,1,3,0,0.0,0,0.0,57.3
REC0754,Client_C,B2B Tech/SaaS,Instagram,Reel,Industry News,Friday,Evening (17:00-21:00),0.0,1139,757,17,1,1,1,9,0,0.0,467,3060.31,34.56
REC0755,Client_H,Real Estate,Facebook,Video,Promotional/Discount,Monday,Afternoon (12:00-17:00),56.86,1099,753,5,0,0,0,24,1,295.53,576,4459.8,46.54
REC0756,Client_D,B2B Tech/SaaS,Instagram,Reel,Meme/Trending,Saturday,Evening (17:00-21:00),368.89,4453,3774,134,16,7,9,87,3,473.82,1775,23192.42,56.46
REC0757,Client_C,B2B Tech/SaaS,LinkedIn,Video,Industry News,Sunday,Morning (08:00-12:00),93.37,1308,967,21,2,1,1,24,1,151.01,546,5948.89,42.5
REC0758,Client_F,Fintech & Finance,LinkedIn,Text,Promotional/Discount,Tuesday,Night (21:00-08:00),59.82,747,543,5,0,0,0,18,1,122.78,0,0.0,34.93
REC0759,Client_A,Fashion & Retail,Instagram,Reel,Product Education,Tuesday,Evening (17:00-21:00),957.82,9238,6145,268,29,24,20,209,14,683.7,4739,32596.16,73.28
REC0760,Client_F,Fintech & Finance,Instagram,Reel,Promotional/Discount,Wednesday,Morning (08:00-12:00),0.0,1210,814,39,3,3,3,14,0,0.0,643,5929.03,48.88
REC0761,Client_C,B2B Tech/SaaS,Facebook,Reel,Customer Testimonial,Tuesday,Night (21:00-08:00),0.0,1186,953,7,0,0,0,10,0,0.0,651,7696.26,25.48
REC0762,Client_E,Food & Beverage,Facebook,Video,Promotional/Discount,Friday,Morning (08:00-12:00),0.0,614,462,7,0,0,0,9,0,0.0,219,1184.84,28.36
REC0763,Client_B,Fashion & Retail,Instagram,Reel,Industry News,Monday,Night (21:00-08:00),0.0,1292,983,58,7,3,4,12,0,0.0,618,3167.16,57.66
REC0764,Client_B,Fashion & Retail,Instagram,Reel,Industry News,Tuesday,Morning (08:00-12:00),0.0,1221,877,16,2,1,1,8,0,0.0,515,5261.5,34.18
REC0765,Client_F,Fintech & Finance,LinkedIn,Video,Industry News,Friday,Morning (08:00-12:00),0.0,497,444,7,0,0,0,3,0,0.0,203,2615.26,30.3
REC0766,Client_C,B2B Tech/SaaS,Instagram,Reel,Lifestyle/Aesthetic,Monday,Evening (17:00-21:00),76.03,1748,1225,23,1,2,1,25,0,0.0,950,4829.49,33.8
REC0767,Client_A,Fashion & Retail,Instagram,Carousel,Lifestyle/Aesthetic,Monday,Night (21:00-08:00),0.0,590,480,32,4,1,2,5,0,0.0,0,0.0,58.3
REC0768,Client_D,B2B Tech/SaaS,Instagram,Carousel,Meme/Trending,Thursday,Evening (17:00-21:00),0.0,941,618,28,3,2,1,8,0,0.0,0,0.0,50.55
REC0769,Client_A,Fashion & Retail,Instagram,Video,Customer Testimonial,Sunday,Night (21:00-08:00),0.0,923,765,74,6,2,1,6,0,0.0,356,1599.86,59.67
REC0770,Client_D,B2B Tech/SaaS,LinkedIn,Carousel,Lifestyle/Aesthetic,Sunday,Evening (17:00-21:00),67.58,1018,709,10,1,0,0,17,0,0.0,0,0.0,29.46
REC0771,Client_H,Real Estate,LinkedIn,Text,Meme/Trending,Friday,Morning (08:00-12:00),0.0,276,214,8,0,0,0,2,0,0.0,0,0.0,40.61
REC0772,Client_F,Fintech & Finance,Instagram,Carousel,Meme/Trending,Tuesday,Morning (08:00-12:00),40.85,1127,889,109,11,10,7,16,0,0.0,0,0.0,60.12
REC0773,Client_J,Travel & Hospitality,Instagram,Reel,Promotional/Discount,Tuesday,Afternoon (12:00-17:00),0.0,1068,945,21,2,1,0,18,0,0.0,433,4262.67,34.25
REC0774,Client_J,Travel & Hospitality,Instagram,Carousel,Lifestyle/Aesthetic,Friday,Afternoon (12:00-17:00),204.45,2473,2007,92,9,8,9,50,1,96.77,0,0.0,57.04
REC0775,Client_B,Fashion & Retail,Facebook,Text,Lifestyle/Aesthetic,Friday,Night (21:00-08:00),57.75,695,623,25,3,2,2,12,0,0.0,0,0.0,45.72
REC0776,Client_I,E-Learning & Education,Facebook,Video,Behind the Scenes,Monday,Night (21:00-08:00),0.0,580,424,1,0,0,0,4,0,0.0,302,3702.1,21.39
REC0777,Client_I,E-Learning & Education,Facebook,Image,Lifestyle/Aesthetic,Friday,Afternoon (12:00-17:00),0.0,403,337,4,0,0,0,2,0,0.0,0,0.0,26.69
REC0778,Client_G,Health & Fitness,Facebook,Video,Industry News,Tuesday,Morning (08:00-12:00),0.0,680,481,4,0,0,0,4,0,0.0,339,1486.12,24.74
REC0779,Client_A,Fashion & Retail,Instagram,Image,Behind the Scenes,Monday,Evening (17:00-21:00),0.0,697,501,30,4,1,1,5,0,0.0,0,0.0,57.23
REC0780,Client_H,Real Estate,YouTube,Video,Meme/Trending,Wednesday,Night (21:00-08:00),40.39,1191,888,19,2,2,1,15,0,0.0,503,5534.83,35.62
REC0781,Client_B,Fashion & Retail,Instagram,Reel,Promotional/Discount,Monday,Evening (17:00-21:00),179.16,2875,2293,66,7,4,6,61,5,231.84,1430,4334.74,55.21
REC0782,Client_G,Health & Fitness,YouTube,Video,Meme/Trending,Monday,Afternoon (12:00-17:00),0.0,1179,819,31,4,1,1,10,0,0.0,497,6694.33,43.55
REC0783,Client_J,Travel & Hospitality,Facebook,Image,Behind the Scenes,Sunday,Evening (17:00-21:00),0.0,450,373,11,1,0,0,3,0,0.0,0,0.0,38.88
REC0784,Client_D,B2B Tech/SaaS,LinkedIn,Image,Product Education,Tuesday,Evening (17:00-21:00),0.0,332,294,7,1,0,0,2,0,0.0,0,0.0,34.26
REC0785,Client_E,Food & Beverage,Facebook,Text,Meme/Trending,Friday,Night (21:00-08:00),0.0,375,279,13,0,0,0,3,0,0.0,0,0.0,45.97
REC0786,Client_H,Real Estate,LinkedIn,Text,Product Education,Friday,Evening (17:00-21:00),0.0,330,246,2,0,0,0,2,0,0.0,0,0.0,23.77
REC0787,Client_J,Travel & Hospitality,Facebook,Text,Meme/Trending,Thursday,Night (21:00-08:00),0.0,303,260,6,0,0,0,2,0,0.0,0,0.0,34.2
REC0788,Client_E,Food & Beverage,LinkedIn,Text,Behind the Scenes,Thursday,Night (21:00-08:00),63.58,696,626,28,2,2,1,15,0,0.0,0,0.0,48.69
REC0789,Client_H,Real Estate,Instagram,Video,Lifestyle/Aesthetic,Saturday,Evening (17:00-21:00),0.0,902,740,19,2,1,0,6,0,0.0,383,5412.86,38.45
REC0790,Client_B,Fashion & Retail,Facebook,Reel,Customer Testimonial,Tuesday,Night (21:00-08:00),0.0,1002,734,16,1,1,1,8,0,0.0,444,6275.54,34.09
REC0791,Client_J,Travel & Hospitality,YouTube,Video,Customer Testimonial,Tuesday,Afternoon (12:00-17:00),0.0,1280,871,27,1,1,2,9,0,0.0,699,3665.91,39.5
REC0792,Client_A,Fashion & Retail,Instagram,Reel,Lifestyle/Aesthetic,Sunday,Afternoon (12:00-17:00),56.8,1850,1534,91,14,9,5,20,0,0.0,979,3555.6,61.73
REC0793,Client_E,Food & Beverage,Instagram,Reel,Promotional/Discount,Thursday,Night (21:00-08:00),141.62,2215,1707,83,11,4,3,60,3,78.28,1046,6722.7,58.44
REC0794,Client_G,Health & Fitness,Facebook,Video,Customer Testimonial,Tuesday,Night (21:00-08:00),0.0,690,521,12,1,0,0,6,0,0.0,366,4706.43,33.2
REC0795,Client_G,Health & Fitness,Instagram,Image,Lifestyle/Aesthetic,Wednesday,Evening (17:00-21:00),18.04,739,571,22,1,1,1,7,0,0.0,0,0.0,47.12
REC0796,Client_C,B2B Tech/SaaS,LinkedIn,Image,Promotional/Discount,Friday,Night (21:00-08:00),0.0,318,217,0,0,0,0,5,0,0.0,0,0.0,19.15
REC0797,Client_H,Real Estate,Instagram,Image,Industry News,Sunday,Night (21:00-08:00),0.0,847,699,7,0,0,0,6,0,0.0,0,0.0,26.92
REC0798,Client_B,Fashion & Retail,Instagram,Carousel,Product Education,Saturday,Night (21:00-08:00),0.0,1069,954,87,9,4,2,9,0,0.0,0,0.0,60.33
REC0799,Client_J,Travel & Hospitality,Instagram,Reel,Behind the Scenes,Tuesday,Evening (17:00-21:00),214.76,3129,2134,132,9,12,8,59,1,100.68,1283,8236.37,65.32
REC0800,Client_J,Travel & Hospitality,LinkedIn,Video,Meme/Trending,Tuesday,Evening (17:00-21:00),0.0,565,379,14,1,0,0,5,0,0.0,254,2208.97,41.21
REC0801,Client_B,Fashion & Retail,Instagram,Carousel,Product Education,Sunday,Night (21:00-08:00),0.0,622,439,26,2,2,2,4,0,0.0,0,0.0,58.03
REC0802,Client_F,Fintech & Finance,Instagram,Carousel,Meme/Trending,Friday,Night (21:00-08:00),0.0,669,589,10,0,0,0,5,0,0.0,0,0.0,31.26
REC0803,Client_H,Real Estate,YouTube,Video,Industry News,Sunday,Morning (08:00-12:00),0.0,1082,801,23,3,1,1,8,0,0.0,447,2123.39,38.91
REC0804,Client_B,Fashion & Retail,Instagram,Reel,Behind the Scenes,Sunday,Evening (17:00-21:00),0.0,31680,26928,1716,18,105,90,35,1,47.73,1110,15819.93,98.5
REC0805,Client_A,Fashion & Retail,Instagram,Reel,Product Education,Tuesday,Evening (17:00-21:00),0.0,990,698,26,1,2,2,7,0,0.0,497,6718.36,43.32
REC0806,Client_B,Fashion & Retail,Instagram,Reel,Behind the Scenes,Tuesday,Afternoon (12:00-17:00),0.0,1508,1028,34,3,2,1,13,0,0.0,580,5839.71,43.06
REC0807,Client_F,Fintech & Finance,Facebook,Image,Customer Testimonial,Friday,Afternoon (12:00-17:00),38.95,842,598,5,0,0,0,11,0,0.0,0,0.0,25.37
REC0808,Client_A,Fashion & Retail,LinkedIn,Text,Meme/Trending,Wednesday,Morning (08:00-12:00),0.0,266,221,5,0,0,0,2,0,0.0,0,0.0,33.16
REC0809,Client_I,E-Learning & Education,Instagram,Carousel,Product Education,Thursday,Morning (08:00-12:00),116.85,1964,1646,125,16,6,5,32,1,54.04,0,0.0,65.18
REC0810,Client_F,Fintech & Finance,LinkedIn,Text,Lifestyle/Aesthetic,Saturday,Evening (17:00-21:00),0.0,281,206,2,0,0,0,2,0,0.0,0,0.0,25.48
REC0811,Client_F,Fintech & Finance,Instagram,Carousel,Product Education,Tuesday,Night (21:00-08:00),0.0,865,625,14,1,1,0,5,0,0.0,0,0.0,33.0
REC0812,Client_B,Fashion & Retail,Instagram,Reel,Promotional/Discount,Tuesday,Night (21:00-08:00),0.0,1620,1072,45,5,2,1,20,1,47.33,675,5095.9,52.81
REC0813,Client_E,Food & Beverage,Instagram,Image,Customer Testimonial,Tuesday,Morning (08:00-12:00),0.0,468,417,15,1,1,0,3,0,0.0,0,0.0,41.68
REC0814,Client_I,E-Learning & Education,Facebook,Image,Customer Testimonial,Monday,Night (21:00-08:00),0.0,364,255,0,0,0,0,2,0,0.0,0,0.0,19.38
REC0815,Client_C,B2B Tech/SaaS,Instagram,Image,Meme/Trending,Friday,Night (21:00-08:00),0.0,581,471,6,0,0,0,3,0,0.0,0,0.0,28.81
REC0816,Client_D,B2B Tech/SaaS,LinkedIn,Text,Industry News,Friday,Afternoon (12:00-17:00),128.2,1388,1176,18,2,1,0,28,0,0.0,0,0.0,31.72
REC0817,Client_H,Real Estate,Instagram,Video,Product Education,Sunday,Evening (17:00-21:00),0.0,960,762,12,1,0,0,7,0,0.0,376,2422.96,31.85
REC0818,Client_F,Fintech & Finance,LinkedIn,Image,Behind the Scenes,Sunday,Night (21:00-08:00),0.0,337,269,2,0,0,0,2,0,0.0,0,0.0,22.19
REC0819,Client_I,E-Learning & Education,LinkedIn,Text,Meme/Trending,Tuesday,Afternoon (12:00-17:00),0.0,217,173,10,1,0,0,1,0,0.0,0,0.0,53.33
REC0820,Client_E,Food & Beverage,Facebook,Carousel,Behind the Scenes,Monday,Night (21:00-08:00),0.0,617,425,9,1,0,0,5,0,0.0,0,0.0,33.85
REC0821,Client_D,B2B Tech/SaaS,Instagram,Image,Meme/Trending,Friday,Afternoon (12:00-17:00),0.0,506,398,15,1,1,1,4,0,0.0,0,0.0,44.59
REC0822,Client_J,Travel & Hospitality,YouTube,Video,Promotional/Discount,Sunday,Night (21:00-08:00),0.0,879,669,28,3,1,2,13,0,0.0,365,2497.51,48.91
REC0823,Client_D,B2B Tech/SaaS,LinkedIn,Text,Product Education,Sunday,Evening (17:00-21:00),41.04,710,511,5,0,0,0,11,0,0.0,0,0.0,26.51
REC0824,Client_C,B2B Tech/SaaS,LinkedIn,Carousel,Product Education,Monday,Night (21:00-08:00),0.0,545,375,1,0,0,0,4,0,0.0,0,0.0,21.49
REC0825,Client_E,Food & Beverage,Instagram,Carousel,Product Education,Saturday,Evening (17:00-21:00),0.0,771,534,29,2,2,2,5,0,0.0,0,0.0,57.38
REC0826,Client_I,E-Learning & Education,Instagram,Reel,Promotional/Discount,Saturday,Morning (08:00-12:00),0.0,988,829,20,2,1,0,12,1,52.32,456,2596.05,43.06
REC0827,Client_I,E-Learning & Education,LinkedIn,Text,Customer Testimonial,Wednesday,Morning (08:00-12:00),0.0,319,208,8,0,0,0,2,0,0.0,0,0.0,45.57
REC0828,Client_C,B2B Tech/SaaS,LinkedIn,Text,Industry News,Tuesday,Evening (17:00-21:00),112.89,1141,989,18,1,1,0,25,1,162.97,0,0.0,40.8
REC0829,Client_I,E-Learning & Education,LinkedIn,Image,Product Education,Sunday,Night (21:00-08:00),0.0,347,265,1,0,0,0,3,0,0.0,0,0.0,20.83
REC0830,Client_J,Travel & Hospitality,Instagram,Reel,Customer Testimonial,Wednesday,Evening (17:00-21:00),0.0,908,713,34,2,2,3,6,0,0.0,366,2873.21,52.54
REC0831,Client_I,E-Learning & Education,Instagram,Video,Promotional/Discount,Saturday,Morning (08:00-12:00),0.0,750,502,13,1,0,1,13,0,0.0,340,3220.89,37.24
REC0832,Client_C,B2B Tech/SaaS,LinkedIn,Text,Lifestyle/Aesthetic,Saturday,Night (21:00-08:00),193.06,1930,1702,15,2,0,0,41,2,323.31,0,0.0,36.66
REC0833,Client_F,Fintech & Finance,LinkedIn,Carousel,Meme/Trending,Thursday,Afternoon (12:00-17:00),0.0,459,347,16,1,1,1,3,0,0.0,0,0.0,46.62
REC0834,Client_J,Travel & Hospitality,Instagram,Image,Meme/Trending,Sunday,Night (21:00-08:00),500.0,1500,1200,1,0,0,0,0,0,0.0,0,0.0,5.2
REC0835,Client_G,Health & Fitness,Facebook,Text,Lifestyle/Aesthetic,Wednesday,Evening (17:00-21:00),0.0,338,295,7,0,0,0,2,0,0.0,0,0.0,34.17
REC0836,Client_G,Health & Fitness,Facebook,Carousel,Meme/Trending,Saturday,Evening (17:00-21:00),20.1,757,646,30,3,2,1,9,0,0.0,0,0.0,52.48
REC0837,Client_H,Real Estate,Facebook,Text,Meme/Trending,Monday,Evening (17:00-21:00),85.42,1000,843,16,1,0,1,18,0,0.0,0,0.0,32.26
REC0838,Client_B,Fashion & Retail,Instagram,Reel,Lifestyle/Aesthetic,Saturday,Morning (08:00-12:00),0.0,887,610,25,2,1,1,6,0,0.0,485,3622.76,49.29
REC0839,Client_J,Travel & Hospitality,YouTube,Video,Meme/Trending,Wednesday,Evening (17:00-21:00),0.0,1210,1004,72,10,6,6,10,0,0.0,617,3771.48,60.48
REC0840,Client_B,Fashion & Retail,Instagram,Reel,Behind the Scenes,Wednesday,Evening (17:00-21:00),0.0,1314,1164,75,7,7,6,10,0,0.0,463,2346.45,60.92
REC0841,Client_F,Fintech & Finance,YouTube,Shorts,Behind the Scenes,Wednesday,Evening (17:00-21:00),0.0,950,774,29,2,1,2,8,0,0.0,472,5808.54,44.55
REC0842,Client_D,B2B Tech/SaaS,LinkedIn,Image,Meme/Trending,Thursday,Morning (08:00-12:00),28.64,605,429,31,2,2,2,8,0,0.0,0,0.0,57.96
REC0843,Client_H,Real Estate,Facebook,Carousel,Meme/Trending,Sunday,Night (21:00-08:00),151.19,1742,1369,8,1,0,0,33,1,299.57,0,0.0,35.03
REC0844,Client_J,Travel & Hospitality,Instagram,Reel,Promotional/Discount,Friday,Evening (17:00-21:00),0.0,1192,875,36,3,2,1,15,1,97.13,510,6449.02,54.03
REC0845,Client_C,B2B Tech/SaaS,LinkedIn,Image,Lifestyle/Aesthetic,Tuesday,Morning (08:00-12:00),644.59,5813,4509,245,19,22,16,140,6,924.29,0,0.0,73.61
REC0846,Client_B,Fashion & Retail,Facebook,Reel,Behind the Scenes,Monday,Evening (17:00-21:00),0.0,852,750,15,2,1,0,6,0,0.0,311,3938.3,34.9
REC0847,Client_E,Food & Beverage,Instagram,Carousel,Product Education,Tuesday,Night (21:00-08:00),89.63,1519,1002,47,3,2,4,26,1,22.86,0,0.0,51.38
REC0848,Client_I,E-Learning & Education,Instagram,Reel,Customer Testimonial,Saturday,Night (21:00-08:00),100.0,2136,1414,17,1,1,1,31,2,102.61,1146,13850.56,36.33
REC0849,Client_I,E-Learning & Education,Instagram,Carousel,Promotional/Discount,Tuesday,Night (21:00-08:00),0.0,863,654,10,1,0,0,12,0,0.0,0,0.0,29.55
REC0850,Client_F,Fintech & Finance,Facebook,Text,Industry News,Sunday,Morning (08:00-12:00),110.4,1227,985,13,1,0,0,26,0,0.0,0,0.0,29.81
REC0851,Client_F,Fintech & Finance,LinkedIn,Text,Promotional/Discount,Saturday,Evening (17:00-21:00),0.0,213,145,1,0,0,0,3,0,0.0,0,0.0,22.54
REC0852,Client_I,E-Learning & Education,LinkedIn,Carousel,Meme/Trending,Sunday,Afternoon (12:00-17:00),0.0,359,321,10,1,0,0,3,0,0.0,0,0.0,36.27
REC0853,Client_F,Fintech & Finance,Instagram,Image,Product Education,Friday,Evening (17:00-21:00),108.65,1518,1145,23,2,2,0,28,1,125.61,0,0.0,39.48
REC0854,Client_H,Real Estate,Facebook,Video,Customer Testimonial,Sunday,Night (21:00-08:00),28.62,706,476,1,0,0,0,9,0,0.0,383,3809.5,21.19
REC0855,Client_H,Real Estate,Instagram,Carousel,Promotional/Discount,Thursday,Night (21:00-08:00),0.0,735,547,9,1,0,0,10,0,0.0,0,0.0,29.86
REC0856,Client_A,Fashion & Retail,Instagram,Reel,Customer Testimonial,Friday,Morning (08:00-12:00),500.0,1500,1200,1,0,0,0,0,0,0.0,699,5245.82,5.2
REC0857,Client_F,Fintech & Finance,Facebook,Video,Industry News,Sunday,Afternoon (12:00-17:00),0.0,419,371,2,0,0,0,2,0,0.0,187,1555.07,23.72
REC0858,Client_I,E-Learning & Education,Facebook,Video,Industry News,Sunday,Afternoon (12:00-17:00),0.0,550,483,4,0,0,0,4,0,0.0,198,1912.54,24.71
REC0859,Client_D,B2B Tech/SaaS,LinkedIn,Carousel,Behind the Scenes,Wednesday,Afternoon (12:00-17:00),0.0,501,442,11,0,1,1,4,0,0.0,0,0.0,36.76
REC0860,Client_C,B2B Tech/SaaS,LinkedIn,Text,Lifestyle/Aesthetic,Friday,Night (21:00-08:00),44.16,656,520,4,0,0,0,10,0,0.0,0,0.0,23.76
REC0861,Client_H,Real Estate,Instagram,Carousel,Lifestyle/Aesthetic,Friday,Night (21:00-08:00),482.01,4813,4310,69,7,5,3,113,2,552.96,0,0.0,42.98
REC0862,Client_C,B2B Tech/SaaS,Facebook,Reel,Industry News,Friday,Morning (08:00-12:00),0.0,747,497,6,0,0,0,6,0,0.0,278,2280.91,27.26
REC0863,Client_E,Food & Beverage,YouTube,Shorts,Customer Testimonial,Monday,Afternoon (12:00-17:00),0.0,1172,808,21,3,2,1,8,0,0.0,543,4225.14,38.5
REC0864,Client_C,B2B Tech/SaaS,LinkedIn,Text,Meme/Trending,Friday,Afternoon (12:00-17:00),304.3,2862,2228,83,10,4,2,67,3,485.63,0,0.0,56.19
REC0865,Client_C,B2B Tech/SaaS,LinkedIn,Text,Customer Testimonial,Tuesday,Morning (08:00-12:00),0.0,283,221,11,1,0,0,1,0,0.0,0,0.0,50.51
REC0866,Client_I,E-Learning & Education,Instagram,Carousel,Meme/Trending,Sunday,Morning (08:00-12:00),153.92,2136,1511,107,14,5,6,41,0,0.0,0,0.0,61.69
REC0867,Client_G,Health & Fitness,Instagram,Carousel,Meme/Trending,Thursday,Night (21:00-08:00),219.88,2647,2266,155,19,13,6,53,2,129.37,0,0.0,68.1
REC0868,Client_I,E-Learning & Education,Facebook,Video,Behind the Scenes,Friday,Evening (17:00-21:00),89.22,1370,1209,16,1,1,1,24,0,0.0,666,9125.2,29.62
REC0869,Client_E,Food & Beverage,Instagram,Carousel,Customer Testimonial,Monday,Evening (17:00-21:00),0.0,891,691,31,2,2,2,6,0,0.0,0,0.0,48.43
REC0870,Client_E,Food & Beverage,LinkedIn,Carousel,Promotional/Discount,Tuesday,Morning (08:00-12:00),0.0,437,305,3,0,0,0,6,0,0.0,0,0.0,23.89
REC0871,Client_H,Real Estate,LinkedIn,Text,Industry News,Thursday,Night (21:00-08:00),0.0,327,248,2,0,0,0,2,0,0.0,0,0.0,23.16
REC0872,Client_C,B2B Tech/SaaS,Instagram,Carousel,Behind the Scenes,Tuesday,Morning (08:00-12:00),92.52,1551,1037,81,11,7,5,25,0,0.0,0,0.0,60.57
REC0873,Client_D,B2B Tech/SaaS,Facebook,Image,Behind the Scenes,Friday,Evening (17:00-21:00),28.89,602,502,5,0,0,0,8,0,0.0,0,0.0,26.39
REC0874,Client_J,Travel & Hospitality,Instagram,Image,Customer Testimonial,Saturday,Morning (08:00-12:00),0.0,392,261,14,1,1,0,3,0,0.0,0,0.0,49.44
REC0875,Client_A,Fashion & Retail,YouTube,Shorts,Promotional/Discount,Monday,Morning (08:00-12:00),0.0,996,751,14,1,1,0,17,1,41.69,510,5654.56,39.51
REC0876,Client_B,Fashion & Retail,Instagram,Reel,Meme/Trending,Wednesday,Night (21:00-08:00),0.0,1201,1039,72,9,3,6,10,0,0.0,633,6745.09,60.58
REC0877,Client_E,Food & Beverage,Instagram,Image,Lifestyle/Aesthetic,Sunday,Afternoon (12:00-17:00),708.02,6761,5159,301,38,23,26,169,7,165.81,0,0.0,72.39
REC0878,Client_A,Fashion & Retail,Facebook,Text,Customer Testimonial,Tuesday,Night (21:00-08:00),0.0,257,222,3,0,0,0,2,0,0.0,0,0.0,29.36
REC0879,Client_A,Fashion & Retail,Instagram,Image,Customer Testimonial,Thursday,Evening (17:00-21:00),19.66,814,713,40,3,1,3,7,0,0.0,0,0.0,54.75
